Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BankLogin,Chrome 119.0.0.0,,,2023-11-29 17:24:46,2023-11-29 17:26:44,1m - 57.882s,PASSED
,,,,,,,
Test Cases/CustomerAlbusLogin,Chrome 119.0.0.0,,,2023-11-29 17:24:46,2023-11-29 17:25:06,19.641s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-29 17:24:47,2023-11-29 17:24:52,5.365s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/login"")",Chrome 119.0.0.0,,,2023-11-29 17:24:52,2023-11-29 17:24:56,3.390s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-29 17:24:56,2023-11-29 17:24:56,0.168s,PASSED
"click(findTestObject(""Object Repository/CustomerAlbusLogin/Page_XYZ Bank/button_Customer Login""))",Chrome 119.0.0.0,,,2023-11-29 17:24:56,2023-11-29 17:24:57,1.029s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CustomerAlbusLogin/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""4"", true)",Chrome 119.0.0.0,,,2023-11-29 17:24:57,2023-11-29 17:24:59,2.291s,PASSED
"click(findTestObject(""Object Repository/CustomerAlbusLogin/Page_XYZ Bank/button_Login""))",Chrome 119.0.0.0,,,2023-11-29 17:24:59,2023-11-29 17:24:59,0.501s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CustomerAlbusLogin/Page_XYZ Bank/select_101010111012""), ""number:1012"", true)",Chrome 119.0.0.0,,,2023-11-29 17:24:59,2023-11-29 17:25:01,1.747s,PASSED
"click(findTestObject(""Object Repository/CustomerAlbusLogin/Page_XYZ Bank/button_Deposit""))",Chrome 119.0.0.0,,,2023-11-29 17:25:01,2023-11-29 17:25:02,0.560s,PASSED
"setText(findTestObject(""Object Repository/CustomerAlbusLogin/Page_XYZ Bank/input_Amount to be Deposited_form-control n_97f4dd""), ""100"")",Chrome 119.0.0.0,,,2023-11-29 17:25:02,2023-11-29 17:25:04,2.229s,PASSED
"click(findTestObject(""Object Repository/CustomerAlbusLogin/Page_XYZ Bank/button_Deposit_1""))",Chrome 119.0.0.0,,,2023-11-29 17:25:04,2023-11-29 17:25:04,0.409s,PASSED
